cbo_row,cbo_line,year,value
65,Individual income tax liability,2034,3760.4
65,Individual income tax liability,2035,3929.3
65,Individual income tax liability,2036,4103.3
69,Number of returns (millions)l,2022,161.3
69,Number of returns (millions)l,2023,164.7
69,Number of returns (millions)l,2024,167.1
69,Number of returns (millions)l,2025,168.0
69,Number of returns (millions)l,2026,169.5
69,Number of returns (millions)l,2027,170.8
69,Number of returns (millions)l,2028,172.1
69,Number of returns (millions)l,2029,173.2
69,Number of returns (millions)l,2030,174.3
69,Number of returns (millions)l,2031,175.8
69,Number of returns (millions)l,2032,176.9
69,Number of returns (millions)l,2033,177.9
69,Number of returns (millions)l,2034,178.8
69,Number of returns (millions)l,2035,179.7
69,Number of returns (millions)l,2036,180.5
70,Number with itemized deductions,2022,15.0
70,Number with itemized deductions,2023,15.1
70,Number with itemized deductions,2024,15.6
70,Number with itemized deductions,2025,20.9
70,Number with itemized deductions,2026,21.9
70,Number with itemized deductions,2027,23.9
70,Number with itemized deductions,2028,26.0
70,Number with itemized deductions,2029,27.9
70,Number with itemized deductions,2030,22.6
70,Number with itemized deductions,2031,23.9
70,Number with itemized deductions,2032,25.2
70,Number with itemized deductions,2033,26.3
70,Number with itemized deductions,2034,27.2
70,Number with itemized deductions,2035,28.0
70,Number with itemized deductions,2036,28.6
71,Number affected by the AMTm,2022,0.3383
71,Number affected by the AMTm,2023,0.3027
71,Number affected by the AMTm,2024,0.314
71,Number affected by the AMTm,2025,0.5055
71,Number affected by the AMTm,2026,0.5784
71,Number affected by the AMTm,2027,0.5579
71,Number affected by the AMTm,2028,0.5394
71,Number affected by the AMTm,2029,0.4422
71,Number affected by the AMTm,2030,0.3816
71,Number affected by the AMTm,2031,0.3896
71,Number affected by the AMTm,2032,0.3919
71,Number affected by the AMTm,2033,0.3952
71,Number affected by the AMTm,2034,0.4004
71,Number affected by the AMTm,2035,0.403
71,Number affected by the AMTm,2036,0.4029
73,"Individual income tax receipts (billions of dollars, fiscal year)n",2022,2632.1
73,"Individual income tax receipts (billions of dollars, fiscal year)n",2023,2176.5
73,"Individual income tax receipts (billions of dollars, fiscal year)n",2024,2426.1
73,"Individual income tax receipts (billions of dollars, fiscal year)n",2025,2656.0
73,"Individual income tax receipts (billions of dollars, fiscal year)n",2026,2751.3
73,"Individual income tax receipts (billions of dollars, fiscal year)n",2027,2947.0
73,"Individual income tax receipts (billions of dollars, fiscal year)n",2028,3044.2
73,"Individual income tax receipts (billions of dollars, fiscal year)n",2029,3193.3
73,"Individual income tax receipts (billions of dollars, fiscal year)n",2030,3339.0
73,"Individual income tax receipts (billions of dollars, fiscal year)n",2031,3461.1
73,"Individual income tax receipts (billions of dollars, fiscal year)n",2032,3594.4
73,"Individual income tax receipts (billions of dollars, fiscal year)n",2033,3743.9
73,"Individual income tax receipts (billions of dollars, fiscal year)n",2034,3902.6
73,"Individual income tax receipts (billions of dollars, fiscal year)n",2035,4071.9
73,"Individual income tax receipts (billions of dollars, fiscal year)n",2036,4249.0
75,Earned income tax credito,2022,59.4
75,Earned income tax credito,2023,66.0
75,Earned income tax credito,2024,70.8
75,Earned income tax credito,2025,71.2
75,Earned income tax credito,2026,72.2
75,Earned income tax credito,2027,73.6
75,Earned income tax credito,2028,74.8
75,Earned income tax credito,2029,75.0
75,Earned income tax credito,2030,75.4
75,Earned income tax credito,2031,76.3
75,Earned income tax credito,2032,76.7
75,Earned income tax credito,2033,77.0
75,Earned income tax credito,2034,77.3
75,Earned income tax credito,2035,77.6
75,Earned income tax credito,2036,78.2
76,Child tax credit/credit for other dependentso,2022,117.6
76,Child tax credit/credit for other dependentso,2023,119.4
76,Child tax credit/credit for other dependentso,2024,119.6
76,Child tax credit/credit for other dependentso,2025,126.4
76,Child tax credit/credit for other dependentso,2026,126.0
76,Child tax credit/credit for other dependentso,2027,129.3
76,Child tax credit/credit for other dependentso,2028,129.3
76,Child tax credit/credit for other dependentso,2029,133.2
76,Child tax credit/credit for other dependentso,2030,132.7
76,Child tax credit/credit for other dependentso,2031,137.0
76,Child tax credit/credit for other dependentso,2032,136.4
76,Child tax credit/credit for other dependentso,2033,140.1
76,Child tax credit/credit for other dependentso,2034,139.1
76,Child tax credit/credit for other dependentso,2035,142.1
76,Child tax credit/credit for other dependentso,2036,142.0
80,Top 1 percent,2022,22.9
80,Top 1 percent,2023,22.1
80,Top 1 percent,2024,23.3
80,Top 1 percent,2025,23.3
80,Top 1 percent,2026,23.5
80,Top 1 percent,2027,23.3
80,Top 1 percent,2028,22.9
80,Top 1 percent,2029,22.9
80,Top 1 percent,2030,22.8
80,Top 1 percent,2031,22.8
80,Top 1 percent,2032,22.8
80,Top 1 percent,2033,22.9
80,Top 1 percent,2034,22.9
80,Top 1 percent,2035,23.0
80,Top 1 percent,2036,23.0
81,Top 5 percent,2022,38.8
81,Top 5 percent,2023,37.8
81,Top 5 percent,2024,39.1
81,Top 5 percent,2025,39.0
81,Top 5 percent,2026,39.3
81,Top 5 percent,2027,39.2
81,Top 5 percent,2028,38.9
81,Top 5 percent,2029,38.8
81,Top 5 percent,2030,38.8
81,Top 5 percent,2031,38.7
81,Top 5 percent,2032,38.7
81,Top 5 percent,2033,38.8
81,Top 5 percent,2034,38.8
81,Top 5 percent,2035,38.8
81,Top 5 percent,2036,38.8
82,Top 10 percent,2022,50.1
82,Top 10 percent,2023,49.0
82,Top 10 percent,2024,50.2
82,Top 10 percent,2025,50.2
82,Top 10 percent,2026,50.5
82,Top 10 percent,2027,50.4
82,Top 10 percent,2028,50.1
82,Top 10 percent,2029,50.1
82,Top 10 percent,2030,50.0
82,Top 10 percent,2031,50.0
82,Top 10 percent,2032,50.0
82,Top 10 percent,2033,50.0
82,Top 10 percent,2034,50.0
82,Top 10 percent,2035,50.0
82,Top 10 percent,2036,50.0
83,Top 25 percent,2022,70.8
83,Top 25 percent,2023,70.1
83,Top 25 percent,2024,70.8
83,Top 25 percent,2025,70.8
83,Top 25 percent,2026,70.9
83,Top 25 percent,2027,70.9
83,Top 25 percent,2028,70.7
83,Top 25 percent,2029,70.6
83,Top 25 percent,2030,70.6
83,Top 25 percent,2031,70.5
83,Top 25 percent,2032,70.5
83,Top 25 percent,2033,70.5
83,Top 25 percent,2034,70.4
83,Top 25 percent,2035,70.4
83,Top 25 percent,2036,70.4
84,Top 50 percent,2022,89.4
84,Top 50 percent,2023,89.0
84,Top 50 percent,2024,89.3
84,Top 50 percent,2025,89.1
84,Top 50 percent,2026,89.2
84,Top 50 percent,2027,89.1
84,Top 50 percent,2028,89.0
84,Top 50 percent,2029,89.0
84,Top 50 percent,2030,89.0
84,Top 50 percent,2031,88.9
84,Top 50 percent,2032,88.9
84,Top 50 percent,2033,88.8
84,Top 50 percent,2034,88.8
84,Top 50 percent,2035,88.8
84,Top 50 percent,2036,88.8
