household_type,income_group,year,means_tested_transfers,medicaid_and_chip,snap,ssi,other_transfers
all_households,top_1_percent,1983,0.1,0.1,0.1,0.1,0.2
all_households,top_1_percent,1984,0.1,0.1,0.1,0.1,0.1
all_households,top_1_percent,1985,0.1,0.1,0.1,0.1,0.2
all_households,top_1_percent,1986,0.1,0.1,0.1,0.2,0.2
all_households,top_1_percent,1987,0.2,0.2,0.1,0.2,0.1
all_households,top_1_percent,1988,0.1,0.1,0.1,0.1,0.1
all_households,top_1_percent,1989,0.1,0.2,0.1,0.2,0.1
all_households,top_1_percent,1990,0.1,0.1,0.1,0.2,0.1
all_households,top_1_percent,1991,0.2,0.2,0.1,0.3,0.1
all_households,top_1_percent,1992,0.1,0.1,0.1,0.2,0.1
all_households,top_1_percent,1993,0.1,0.2,0.1,0.2,0.1
all_households,top_1_percent,1994,0.1,0.2,0.1,0.1,0.1
all_households,top_1_percent,1995,0.2,0.2,0.1,0.2,0.1
all_households,top_1_percent,1996,0.1,0.2,0.1,0.1,0.1
all_households,top_1_percent,1997,0.1,0.1,0.0,0.1,0.0
all_households,top_1_percent,1998,0.1,0.2,0.0,0.1,0.1
all_households,top_1_percent,1999,0.1,0.1,0.0,0.2,0.0
all_households,top_1_percent,2000,0.1,0.2,0.0,0.1,0.1
all_households,top_1_percent,2001,0.1,0.2,0.0,0.2,0.1
all_households,top_1_percent,2002,0.2,0.2,0.1,0.2,0.1
all_households,top_1_percent,2003,0.1,0.1,0.1,0.2,0.1
all_households,top_1_percent,2004,0.1,0.1,0.1,0.1,0.1
all_households,top_1_percent,2005,0.1,0.1,0.0,0.1,0.1
all_households,top_1_percent,2006,0.1,0.2,0.0,0.2,0.1
all_households,top_1_percent,2007,0.1,0.2,0.0,0.1,0.1
all_households,top_1_percent,2008,0.2,0.2,0.1,0.1,0.2
all_households,top_1_percent,2009,0.1,0.2,0.1,0.2,0.1
all_households,top_1_percent,2010,0.2,0.2,0.1,0.2,0.1
all_households,top_1_percent,2011,0.2,0.2,0.1,0.3,0.1
all_households,top_1_percent,2012,0.1,0.2,0.0,0.3,0.1
all_households,top_1_percent,2013,0.1,0.2,0.0,0.0,0.1
all_households,top_1_percent,2014,0.2,0.2,0.1,0.1,0.1
all_households,top_1_percent,2015,0.2,0.2,0.1,0.2,0.1
all_households,top_1_percent,2016,0.2,0.3,0.1,0.1,0.2
all_households,top_1_percent,2017,0.2,0.3,0.1,0.3,0.2
all_households,top_1_percent,2018,0.2,0.2,0.1,0.2,0.1
all_households,top_1_percent,2019,0.2,0.2,0.1,0.1,0.1
all_households,top_1_percent,2020,0.2,0.2,0.1,0.2,0.3
all_households,top_1_percent,2021,0.2,0.2,0.1,0.1,0.3
all_households,top_1_percent,2022,0.3,0.3,0.2,0.1,0.3
hh_with_children,all_quintiles,1979,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,1980,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,1981,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,1982,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,1983,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,1984,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,1985,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,1986,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,1987,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,1988,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,1989,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,1990,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,1991,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,1992,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,1993,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,1994,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,1995,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,1996,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,1997,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,1998,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,1999,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,2000,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,2001,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,2002,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,2003,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,2004,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,2005,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,2006,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,2007,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,2008,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,2009,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,2010,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,2011,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,2012,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,2013,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,2014,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,2015,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,2016,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,2017,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,2018,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,2019,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,2020,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,2021,100.0,100.0,100.0,100.0,100.0
hh_with_children,all_quintiles,2022,100.0,100.0,100.0,100.0,100.0
hh_with_children,lowest_quintile,1979,69.7,68.7,72.9,68.6,69.0
hh_with_children,lowest_quintile,1980,68.0,67.7,69.3,70.0,67.2
hh_with_children,lowest_quintile,1981,67.4,66.3,67.0,64.2,68.6
hh_with_children,lowest_quintile,1982,70.6,68.3,71.5,68.1,71.8
hh_with_children,lowest_quintile,1983,74.3,73.5,73.9,68.2,75.6
hh_with_children,lowest_quintile,1984,70.8,69.2,71.9,67.0,71.7
hh_with_children,lowest_quintile,1985,73.5,71.0,76.6,67.2,74.8
hh_with_children,lowest_quintile,1986,74.1,72.5,77.2,69.0,74.8
hh_with_children,lowest_quintile,1987,78.3,75.9,83.2,72.2,79.2
hh_with_children,lowest_quintile,1988,77.2,74.2,81.0,70.7,79.0
hh_with_children,lowest_quintile,1989,75.6,72.1,79.8,68.9,78.0
hh_with_children,lowest_quintile,1990,74.5,70.4,78.8,64.3,78.4
hh_with_children,lowest_quintile,1991,70.6,67.2,72.8,63.5,74.4
hh_with_children,lowest_quintile,1992,66.9,63.2,68.3,62.4,71.7
hh_with_children,lowest_quintile,1993,66.2,62.5,67.3,58.7,72.3
hh_with_children,lowest_quintile,1994,66.4,61.4,68.4,64.7,72.0
hh_with_children,lowest_quintile,1995,65.8,60.4,68.7,61.7,72.7
hh_with_children,lowest_quintile,1996,66.0,61.2,68.7,65.2,71.7
hh_with_children,lowest_quintile,1997,64.3,59.9,66.4,63.8,70.4
hh_with_children,lowest_quintile,1998,61.9,56.5,69.0,61.9,69.5
hh_with_children,lowest_quintile,1999,60.5,54.5,70.4,60.7,70.0
hh_with_children,lowest_quintile,2000,58.1,52.5,68.7,63.8,67.2
hh_with_children,lowest_quintile,2001,56.8,50.7,70.7,63.8,66.5
hh_with_children,lowest_quintile,2002,53.5,48.0,65.2,57.2,64.9
hh_with_children,lowest_quintile,2003,52.1,46.7,63.5,57.7,63.4
hh_with_children,lowest_quintile,2004,50.9,45.3,62.4,56.4,63.6
hh_with_children,lowest_quintile,2005,52.7,46.4,64.1,61.2,66.1
hh_with_children,lowest_quintile,2006,53.0,47.0,65.5,58.0,66.0
hh_with_children,lowest_quintile,2007,53.0,46.7,66.0,62.6,65.7
hh_with_children,lowest_quintile,2008,49.6,44.0,60.7,55.1,62.3
hh_with_children,lowest_quintile,2009,47.7,41.7,56.4,54.8,61.6
hh_with_children,lowest_quintile,2010,47.2,41.5,52.5,56.1,61.3
hh_with_children,lowest_quintile,2011,46.5,41.2,51.2,57.2,59.6
hh_with_children,lowest_quintile,2012,47.0,41.8,53.5,57.1,59.0
hh_with_children,lowest_quintile,2013,47.0,41.9,53.1,57.9,59.9
hh_with_children,lowest_quintile,2014,45.4,40.7,53.9,55.3,57.1
hh_with_children,lowest_quintile,2015,43.2,38.4,53.0,55.5,55.6
hh_with_children,lowest_quintile,2016,42.4,37.6,54.6,54.6,54.9
hh_with_children,lowest_quintile,2017,42.0,37.3,55.7,52.8,54.4
hh_with_children,lowest_quintile,2018,43.7,39.0,58.2,55.8,58.5
hh_with_children,lowest_quintile,2019,42.8,38.5,58.1,55.3,55.1
hh_with_children,lowest_quintile,2020,34.9,33.9,46.7,44.8,32.4
hh_with_children,lowest_quintile,2021,38.3,34.7,49.0,54.3,39.8
hh_with_children,lowest_quintile,2022,37.3,32.4,50.9,49.2,48.6
hh_with_children,second_quintile,1979,16.8,17.3,18.5,15.6,16.0
hh_with_children,second_quintile,1980,18.6,19.2,21.1,15.4,17.7
hh_with_children,second_quintile,1981,18.9,19.1,22.1,16.9,17.4
hh_with_children,second_quintile,1982,18.2,18.8,20.4,17.3,17.1
hh_with_children,second_quintile,1983,15.2,15.7,18.7,16.4,13.2
hh_with_children,second_quintile,1984,17.0,18.1,18.4,15.7,16.0
hh_with_children,second_quintile,1985,14.8,16.2,15.7,14.5,13.6
hh_with_children,second_quintile,1986,15.6,16.5,16.9,15.2,14.7
hh_with_children,second_quintile,1987,12.5,14.3,10.9,14.1,11.6
hh_with_children,second_quintile,1988,12.8,13.6,12.6,12.9,12.2
hh_with_children,second_quintile,1989,14.8,16.6,13.7,17.1,13.4
hh_with_children,second_quintile,1990,15.3,16.9,14.8,17.8,13.5
hh_with_children,second_quintile,1991,17.6,19.3,18.9,19.9,14.8
hh_with_children,second_quintile,1992,20.4,21.9,21.8,21.8,17.4
hh_with_children,second_quintile,1993,21.1,23.2,22.7,22.3,17.3
hh_with_children,second_quintile,1994,20.8,22.6,22.4,21.1,17.8
hh_with_children,second_quintile,1995,20.6,23.0,21.8,22.3,16.4
hh_with_children,second_quintile,1996,21.6,23.8,23.1,20.0,18.2
hh_with_children,second_quintile,1997,23.2,25.0,25.2,20.0,20.8
hh_with_children,second_quintile,1998,24.9,27.3,23.5,24.1,21.0
hh_with_children,second_quintile,1999,24.2,27.4,21.2,21.1,19.4
hh_with_children,second_quintile,2000,25.4,28.0,23.9,20.8,20.8
hh_with_children,second_quintile,2001,26.2,29.1,21.9,20.6,21.6
hh_with_children,second_quintile,2002,27.9,30.0,25.9,24.2,23.2
hh_with_children,second_quintile,2003,28.7,30.6,27.4,24.8,24.3
hh_with_children,second_quintile,2004,29.6,31.7,28.4,23.2,24.6
hh_with_children,second_quintile,2005,28.2,30.7,27.2,21.2,22.1
hh_with_children,second_quintile,2006,28.3,30.6,26.5,24.0,22.1
hh_with_children,second_quintile,2007,27.6,30.2,25.9,19.3,22.1
hh_with_children,second_quintile,2008,29.6,31.4,29.5,23.4,24.8
hh_with_children,second_quintile,2009,29.8,31.1,31.6,23.8,24.6
hh_with_children,second_quintile,2010,30.5,31.7,33.2,22.7,25.3
hh_with_children,second_quintile,2011,31.2,32.3,34.7,22.0,26.2
hh_with_children,second_quintile,2012,31.3,32.3,34.0,24.4,25.8
hh_with_children,second_quintile,2013,31.1,32.4,33.1,23.7,25.3
hh_with_children,second_quintile,2014,31.2,32.2,32.7,25.8,26.6
hh_with_children,second_quintile,2015,32.5,33.7,33.2,25.5,27.4
hh_with_children,second_quintile,2016,32.1,33.4,32.3,26.4,26.3
hh_with_children,second_quintile,2017,32.1,33.4,31.7,24.8,27.2
hh_with_children,second_quintile,2018,31.7,33.8,29.5,23.1,23.4
hh_with_children,second_quintile,2019,31.2,33.0,27.2,23.8,25.0
hh_with_children,second_quintile,2020,31.0,33.7,33.1,27.2,26.4
hh_with_children,second_quintile,2021,29.7,31.8,31.7,21.5,24.5
hh_with_children,second_quintile,2022,31.1,32.5,31.0,24.2,23.9
hh_with_children,middle_quintile,1979,6.1,6.0,4.0,6.1,7.0
hh_with_children,middle_quintile,1980,6.2,6.2,4.9,6.3,6.8
hh_with_children,middle_quintile,1981,5.7,6.1,4.7,6.9,5.8
hh_with_children,middle_quintile,1982,4.5,4.9,3.4,5.2,4.7
hh_with_children,middle_quintile,1983,4.1,4.2,3.2,6.8,4.2
hh_with_children,middle_quintile,1984,5.1,5.5,4.0,7.2,5.0
hh_with_children,middle_quintile,1985,4.5,5.0,2.6,8.2,4.3
hh_with_children,middle_quintile,1986,4.4,5.3,2.5,7.7,4.2
hh_with_children,middle_quintile,1987,4.0,4.2,2.3,5.9,4.3
hh_with_children,middle_quintile,1988,5.1,6.4,3.0,8.4,4.4
hh_with_children,middle_quintile,1989,4.2,5.2,2.6,5.6,3.9
hh_with_children,middle_quintile,1990,4.9,6.2,2.7,8.6,3.8
hh_with_children,middle_quintile,1991,5.3,6.2,3.8,7.9,4.5
hh_with_children,middle_quintile,1992,6.5,7.7,5.4,8.2,5.3
hh_with_children,middle_quintile,1993,7.0,7.8,6.0,10.4,5.6
hh_with_children,middle_quintile,1994,6.8,8.4,5.6,6.7,5.4
hh_with_children,middle_quintile,1995,7.5,9.0,5.8,8.6,6.0
hh_with_children,middle_quintile,1996,6.9,7.9,5.4,8.1,5.8
hh_with_children,middle_quintile,1997,7.0,8.4,5.7,8.2,5.0
hh_with_children,middle_quintile,1998,7.4,9.0,4.3,8.3,5.1
hh_with_children,middle_quintile,1999,9.0,10.7,5.7,10.2,5.9
hh_with_children,middle_quintile,2000,9.6,11.4,5.1,8.8,6.9
hh_with_children,middle_quintile,2001,10.1,12.0,5.0,9.1,6.7
hh_with_children,middle_quintile,2002,10.9,13.0,5.6,9.9,6.5
hh_with_children,middle_quintile,2003,11.5,13.8,6.2,9.6,6.9
hh_with_children,middle_quintile,2004,11.5,13.8,5.9,9.9,6.3
hh_with_children,middle_quintile,2005,11.1,13.5,5.9,9.2,6.0
hh_with_children,middle_quintile,2006,10.9,13.1,5.4,9.9,6.0
hh_with_children,middle_quintile,2007,11.2,13.6,5.3,9.7,6.3
hh_with_children,middle_quintile,2008,11.6,13.9,6.4,10.4,6.5
hh_with_children,middle_quintile,2009,13.1,15.6,8.2,12.0,7.6
hh_with_children,middle_quintile,2010,13.3,15.9,9.2,10.9,7.7
hh_with_children,middle_quintile,2011,13.7,16.1,10.0,11.9,8.3
hh_with_children,middle_quintile,2012,13.5,15.9,9.1,11.0,8.9
hh_with_children,middle_quintile,2013,13.8,15.9,10.0,11.1,8.7
hh_with_children,middle_quintile,2014,14.1,16.3,8.9,10.9,9.1
hh_with_children,middle_quintile,2015,14.8,17.0,9.1,10.8,9.3
hh_with_children,middle_quintile,2016,15.1,17.2,8.3,10.6,10.4
hh_with_children,middle_quintile,2017,15.2,17.3,7.9,12.4,9.8
hh_with_children,middle_quintile,2018,14.8,16.7,7.7,11.1,9.4
hh_with_children,middle_quintile,2019,15.2,16.9,9.1,11.6,10.3
hh_with_children,middle_quintile,2020,18.0,19.1,11.8,13.8,18.4
hh_with_children,middle_quintile,2021,17.3,19.1,11.5,12.0,16.3
hh_with_children,middle_quintile,2022,17.5,19.8,10.7,13.1,12.3
hh_with_children,fourth_quintile,1979,3.4,3.5,1.5,4.6,3.9
hh_with_children,fourth_quintile,1980,2.7,2.5,1.3,2.7,3.6
hh_with_children,fourth_quintile,1981,2.8,3.2,1.7,3.9,3.0
hh_with_children,fourth_quintile,1982,2.3,2.8,1.0,3.6,2.3
hh_with_children,fourth_quintile,1983,1.7,1.7,0.7,1.6,2.1
hh_with_children,fourth_quintile,1984,2.3,2.1,1.5,3.2,2.6
hh_with_children,fourth_quintile,1985,2.1,2.1,0.8,3.2,2.4
hh_with_children,fourth_quintile,1986,2.1,2.0,0.8,2.6,2.7
hh_with_children,fourth_quintile,1987,2.3,2.7,0.7,3.9,2.4
hh_with_children,fourth_quintile,1988,2.4,2.8,0.7,4.6,2.3
hh_with_children,fourth_quintile,1989,2.3,2.8,1.1,4.5,2.1
hh_with_children,fourth_quintile,1990,2.4,3.0,0.8,5.3,1.8
hh_with_children,fourth_quintile,1991,2.6,3.2,1.5,4.4,2.2
hh_with_children,fourth_quintile,1992,3.2,3.8,2.1,3.5,2.9
hh_with_children,fourth_quintile,1993,2.6,3.1,1.7,3.7,2.2
hh_with_children,fourth_quintile,1994,3.1,4.1,1.7,3.8,2.3
hh_with_children,fourth_quintile,1995,3.0,3.8,1.7,3.4,2.7
hh_with_children,fourth_quintile,1996,2.9,3.8,1.1,3.8,2.2
hh_with_children,fourth_quintile,1997,3.3,4.3,1.4,5.0,2.0
hh_with_children,fourth_quintile,1998,3.2,4.2,1.3,2.8,2.4
hh_with_children,fourth_quintile,1999,3.7,4.6,1.3,4.1,2.4
hh_with_children,fourth_quintile,2000,4.1,5.0,1.2,3.9,2.8
hh_with_children,fourth_quintile,2001,3.9,4.8,1.0,3.3,2.5
hh_with_children,fourth_quintile,2002,4.4,5.2,1.6,4.0,3.0
hh_with_children,fourth_quintile,2003,4.5,5.4,1.0,4.7,2.9
hh_with_children,fourth_quintile,2004,4.6,5.4,1.6,5.4,2.8
hh_with_children,fourth_quintile,2005,4.6,5.7,1.1,4.4,2.6
hh_with_children,fourth_quintile,2006,4.7,5.8,1.1,4.5,3.0
hh_with_children,fourth_quintile,2007,4.8,5.8,1.2,4.7,3.0
hh_with_children,fourth_quintile,2008,4.9,6.0,1.2,5.2,2.9
hh_with_children,fourth_quintile,2009,5.6,7.1,1.7,5.8,3.1
hh_with_children,fourth_quintile,2010,5.5,6.8,2.8,6.0,2.8
hh_with_children,fourth_quintile,2011,5.0,6.2,2.4,5.2,3.0
hh_with_children,fourth_quintile,2012,5.1,6.4,2.0,4.3,3.4
hh_with_children,fourth_quintile,2013,5.3,6.4,2.4,4.7,3.4
hh_with_children,fourth_quintile,2014,6.2,7.3,2.7,5.5,4.1
hh_with_children,fourth_quintile,2015,6.0,7.0,2.8,4.2,4.5
hh_with_children,fourth_quintile,2016,6.6,7.6,2.8,5.5,5.1
hh_with_children,fourth_quintile,2017,6.7,7.6,2.7,6.1,4.7
hh_with_children,fourth_quintile,2018,5.9,6.6,2.5,4.8,4.6
hh_with_children,fourth_quintile,2019,7.0,7.7,3.4,5.9,5.3
hh_with_children,fourth_quintile,2020,9.6,8.4,4.8,8.3,12.9
hh_with_children,fourth_quintile,2021,9.1,9.3,4.6,7.0,11.0
hh_with_children,fourth_quintile,2022,9.0,10.0,4.5,7.8,8.4
hh_with_children,highest_quintile,1979,1.8,1.9,0.6,2.1,2.1
hh_with_children,highest_quintile,1980,1.6,1.3,0.6,2.2,2.1
hh_with_children,highest_quintile,1981,1.4,1.4,0.5,2.1,1.7
hh_with_children,highest_quintile,1982,1.2,1.6,0.3,1.5,1.3
hh_with_children,highest_quintile,1983,1.1,0.9,0.4,2.3,1.4
hh_with_children,highest_quintile,1984,1.5,1.3,1.0,2.5,1.5
hh_with_children,highest_quintile,1985,1.4,1.3,0.6,2.0,1.6
hh_with_children,highest_quintile,1986,1.2,1.0,0.4,1.5,1.6
hh_with_children,highest_quintile,1987,1.2,1.0,0.5,1.8,1.5
hh_with_children,highest_quintile,1988,1.2,1.3,0.7,1.6,1.2
hh_with_children,highest_quintile,1989,1.4,1.8,0.5,2.3,1.4
hh_with_children,highest_quintile,1990,1.3,1.6,0.5,1.7,1.3
hh_with_children,highest_quintile,1991,1.8,1.8,1.0,2.1,2.0
hh_with_children,highest_quintile,1992,1.6,1.9,1.0,2.4,1.4
hh_with_children,highest_quintile,1993,1.4,1.6,0.6,2.5,1.3
hh_with_children,highest_quintile,1994,1.7,2.3,0.7,2.1,1.4
hh_with_children,highest_quintile,1995,2.0,2.6,0.8,2.7,1.5
hh_with_children,highest_quintile,1996,1.4,2.0,0.5,1.6,1.1
hh_with_children,highest_quintile,1997,1.4,1.7,0.6,2.1,1.2
hh_with_children,highest_quintile,1998,1.5,1.9,0.3,1.4,1.3
hh_with_children,highest_quintile,1999,1.7,1.9,0.5,2.9,1.4
hh_with_children,highest_quintile,2000,2.1,2.5,0.4,2.2,1.7
hh_with_children,highest_quintile,2001,2.2,2.5,0.4,2.5,1.9
hh_with_children,highest_quintile,2002,2.2,2.5,0.4,3.1,1.6
hh_with_children,highest_quintile,2003,2.1,2.4,0.5,2.1,1.5
hh_with_children,highest_quintile,2004,2.2,2.5,0.4,3.5,1.8
hh_with_children,highest_quintile,2005,2.4,2.7,0.5,2.8,1.9
hh_with_children,highest_quintile,2006,2.2,2.6,0.5,2.5,2.1
hh_with_children,highest_quintile,2007,2.4,2.8,0.5,2.6,2.0
hh_with_children,highest_quintile,2008,2.7,3.1,0.7,3.5,2.1
hh_with_children,highest_quintile,2009,2.7,3.3,0.9,2.6,2.1
hh_with_children,highest_quintile,2010,2.5,3.0,1.2,3.1,1.9
hh_with_children,highest_quintile,2011,2.5,3.1,0.6,2.3,1.9
hh_with_children,highest_quintile,2012,2.3,2.9,0.5,2.0,1.9
hh_with_children,highest_quintile,2013,2.0,2.6,0.4,1.6,1.8
hh_with_children,highest_quintile,2014,2.5,2.9,0.9,1.7,2.4
hh_with_children,highest_quintile,2015,3.1,3.5,1.2,3.5,2.5
hh_with_children,highest_quintile,2016,3.2,3.7,1.1,2.2,2.7
hh_with_children,highest_quintile,2017,3.3,3.7,1.1,3.1,3.0
hh_with_children,highest_quintile,2018,2.7,2.9,1.0,3.6,2.7
hh_with_children,highest_quintile,2019,3.1,3.3,1.4,2.6,3.2
hh_with_children,highest_quintile,2020,5.3,3.8,2.2,4.4,8.5
hh_with_children,highest_quintile,2021,4.6,4.2,2.2,4.1,7.0
hh_with_children,highest_quintile,2022,4.3,4.5,1.9,4.3,5.8
hh_with_children,percentiles_81_90,1979,1.0,1.1,0.3,1.2,1.2
hh_with_children,percentiles_81_90,1980,0.8,0.6,0.2,1.2,1.2
hh_with_children,percentiles_81_90,1981,0.7,0.8,0.2,1.5,0.8
hh_with_children,percentiles_81_90,1982,0.6,0.8,0.1,0.6,0.7
hh_with_children,percentiles_81_90,1983,0.5,0.3,0.1,1.4,0.7
hh_with_children,percentiles_81_90,1984,0.7,0.7,0.3,1.6,0.8
hh_with_children,percentiles_81_90,1985,0.7,0.7,0.2,1.3,0.8
hh_with_children,percentiles_81_90,1986,0.6,0.5,0.2,0.6,0.8
hh_with_children,percentiles_81_90,1987,0.5,0.4,0.1,0.8,0.8
hh_with_children,percentiles_81_90,1988,0.6,0.7,0.3,1.3,0.6
hh_with_children,percentiles_81_90,1989,0.8,1.0,0.2,1.3,0.8
hh_with_children,percentiles_81_90,1990,0.7,0.9,0.2,0.9,0.7
hh_with_children,percentiles_81_90,1991,1.0,1.0,0.6,1.2,1.0
hh_with_children,percentiles_81_90,1992,1.0,1.2,0.6,1.6,0.8
hh_with_children,percentiles_81_90,1993,0.8,0.9,0.3,1.5,0.7
hh_with_children,percentiles_81_90,1994,0.9,1.1,0.4,1.1,0.8
hh_with_children,percentiles_81_90,1995,1.1,1.4,0.4,1.7,0.8
hh_with_children,percentiles_81_90,1996,0.8,1.1,0.2,1.2,0.6
hh_with_children,percentiles_81_90,1997,0.8,0.9,0.3,1.3,0.5
hh_with_children,percentiles_81_90,1998,0.8,1.0,0.1,0.5,0.7
hh_with_children,percentiles_81_90,1999,1.0,1.0,0.3,1.7,0.9
hh_with_children,percentiles_81_90,2000,1.4,1.7,0.2,1.6,1.0
hh_with_children,percentiles_81_90,2001,1.1,1.3,0.2,1.2,1.0
hh_with_children,percentiles_81_90,2002,1.2,1.4,0.2,1.5,0.8
hh_with_children,percentiles_81_90,2003,1.1,1.3,0.3,0.8,0.8
hh_with_children,percentiles_81_90,2004,1.3,1.5,0.2,2.5,0.9
hh_with_children,percentiles_81_90,2005,1.2,1.5,0.3,1.3,1.0
hh_with_children,percentiles_81_90,2006,1.2,1.5,0.2,1.6,0.9
hh_with_children,percentiles_81_90,2007,1.3,1.5,0.3,1.5,1.0
hh_with_children,percentiles_81_90,2008,1.4,1.7,0.4,1.8,1.0
hh_with_children,percentiles_81_90,2009,1.5,1.8,0.5,1.5,1.0
hh_with_children,percentiles_81_90,2010,1.4,1.7,0.7,2.0,1.1
hh_with_children,percentiles_81_90,2011,1.4,1.8,0.4,1.2,0.9
hh_with_children,percentiles_81_90,2012,1.3,1.6,0.3,1.0,1.0
hh_with_children,percentiles_81_90,2013,1.1,1.3,0.3,1.1,0.9
hh_with_children,percentiles_81_90,2014,1.4,1.6,0.5,0.9,1.3
hh_with_children,percentiles_81_90,2015,1.6,1.9,0.6,1.4,1.2
hh_with_children,percentiles_81_90,2016,1.7,2.0,0.6,1.1,1.5
hh_with_children,percentiles_81_90,2017,1.8,2.0,0.6,1.8,1.6
hh_with_children,percentiles_81_90,2018,1.5,1.6,0.5,1.8,1.3
hh_with_children,percentiles_81_90,2019,1.8,1.9,0.9,1.7,1.8
hh_with_children,percentiles_81_90,2020,2.9,2.1,1.3,2.5,4.7
hh_with_children,percentiles_81_90,2021,2.6,2.4,1.3,2.4,3.9
hh_with_children,percentiles_81_90,2022,2.4,2.6,1.0,2.6,3.0
hh_with_children,percentiles_91_95,1979,0.3,0.4,0.1,0.5,0.4
hh_with_children,percentiles_91_95,1980,0.4,0.3,0.1,0.8,0.4
hh_with_children,percentiles_91_95,1981,0.3,0.2,0.1,0.4,0.3
hh_with_children,percentiles_91_95,1982,0.3,0.4,0.1,0.7,0.3
hh_with_children,percentiles_91_95,1983,0.2,0.2,0.1,0.4,0.3
hh_with_children,percentiles_91_95,1984,0.3,0.2,0.3,0.8,0.3
hh_with_children,percentiles_91_95,1985,0.2,0.2,0.1,0.2,0.3
hh_with_children,percentiles_91_95,1986,0.2,0.1,0.1,0.2,0.3
hh_with_children,percentiles_91_95,1987,0.2,0.2,0.1,0.3,0.3
hh_with_children,percentiles_91_95,1988,0.3,0.3,0.2,0.2,0.3
hh_with_children,percentiles_91_95,1989,0.3,0.4,0.1,0.5,0.3
hh_with_children,percentiles_91_95,1990,0.2,0.3,0.1,0.4,0.2
hh_with_children,percentiles_91_95,1991,0.3,0.3,0.2,0.2,0.5
hh_with_children,percentiles_91_95,1992,0.3,0.4,0.2,0.6,0.3
hh_with_children,percentiles_91_95,1993,0.2,0.3,0.1,0.4,0.2
hh_with_children,percentiles_91_95,1994,0.4,0.6,0.1,0.6,0.2
hh_with_children,percentiles_91_95,1995,0.4,0.5,0.2,0.4,0.3
hh_with_children,percentiles_91_95,1996,0.3,0.4,0.1,0.2,0.2
hh_with_children,percentiles_91_95,1997,0.3,0.3,0.1,0.6,0.2
hh_with_children,percentiles_91_95,1998,0.3,0.3,0.1,0.1,0.3
hh_with_children,percentiles_91_95,1999,0.4,0.4,0.1,0.7,0.3
hh_with_children,percentiles_91_95,2000,0.4,0.4,0.1,0.5,0.4
hh_with_children,percentiles_91_95,2001,0.4,0.5,0.1,0.5,0.5
hh_with_children,percentiles_91_95,2002,0.5,0.6,0.1,0.9,0.3
hh_with_children,percentiles_91_95,2003,0.5,0.5,0.1,0.8,0.3
hh_with_children,percentiles_91_95,2004,0.5,0.6,0.1,0.7,0.5
hh_with_children,percentiles_91_95,2005,0.5,0.6,0.1,0.7,0.4
